timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
292050817,292050671,0.52628964,0.0061114845,0.0018590079,-0.8502815,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
292550809,292550671,0.54174,-0.013964788,-0.010794988,-0.8403609,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
293050810,293050671,0.55612063,-0.01085272,0.003250143,-0.83102447,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
293550810,293550672,0.5456639,-0.0031121722,0.0017551987,-0.8379966,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
294050809,294050671,0.5457786,0.0023415585,0.006386308,-0.83790195,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
294550809,294550671,0.55486226,0.001961272,0.0038751096,-0.8319309,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
295050809,295050671,0.55773985,-0.0009905439,-0.0006883228,-0.830015,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
295550811,295550672,0.55552876,-5.9661354e-05,0.004107417,-0.8314872,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
296050810,296050671,0.5524012,-0.041472375,0.054844227,-0.83073777,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
297050809,297050671,0.5730111,-0.07480725,0.11957567,-0.8073189,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
297550810,297550671,0.5508046,-0.124623865,0.011481471,-0.82519776,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
298550810,298550671,0.5589213,-0.09543441,-0.004153783,-0.8237002,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
299050809,299050671,0.56236285,-0.087693,0.0060375216,-0.8222053,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
299550809,299550671,0.5592798,-0.113708846,-0.0070707854,-0.821113,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
300050820,300050671,0.5446199,-0.07013866,0.008387469,-0.8357029,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
300550810,300550671,0.52778316,-0.016700909,0.022096328,-0.84892744,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
301050809,301050671,0.5239279,-0.003578065,-0.00017849551,-0.85175514,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
301550809,301550671,0.525652,0.0041554826,0.007028605,-0.85066056,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
302050814,302050671,0.52134925,-0.00024415288,0.00033498593,-0.8533433,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
302550809,302550671,0.52537364,-0.0021051175,0.0014750488,-0.85086775,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
303050811,303050671,0.53180605,0.0033450786,0.0020378744,-0.8468572,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
303550811,303550671,0.5218296,0.0066031297,0.014147184,-0.85290694,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
304050812,304050671,0.5198818,0.010990106,-0.010610163,-0.85410166,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
305050811,305050671,0.53686154,-0.00201238,-0.017383492,-0.8434889,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
